codSubasta;aut_Fax;aut_Correo electrónico;Tipo de subasta;aut_Dirección;aut_Código;descripcion;adm_NIF;Identificador;expediente;aut_Teléfono;Forma adjudicación;Valor subasta;Lotes;Tramos entre pujas;Fecha de conclusión;adm_Nombre;Tasación;adm_Localidad;estado;autoridad;Importe del depósito;adm_Provincia;Puja mínima;Scrap;Anuncio BOE;Fecha de inicio;aut_Descripción;adm_Dirección;Cantidad reclamada;link;
SUBASTA SUB-JA-2017-7047;;;;;;1/2 indivisa de la vivienda situada en Palamós C/ Remigio Rubau Morato 1 de St. Joan de Palamó;;;0202/16;;;;;;;;;;Finalizada;JUZGADO 1ª INST E INSTRUCC. 4 - BISBAL;;;;;;;;;;https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JA-2017-70473&idBus=_U3NoS1lyN1Y2VzhHYzM1c1J1TkYrNnorWm5yV2FYbU4xaTd2VXpnSkdzTDg4aUwwYksvaENMRUhJVTluS1lPZHI0NEg2QjY5NkgwZzdkcVg1ZXdlcTZvSm1VeXQ5eER0ZFZsaThBVi9WRVR0c2VYZ3RDbVhyL29SSTVJNzlmVi93Z3VDMGRRV1lHa2NvMDFOaG10VzBHRmY1QjNvTVBwRUZHeWlrQjFXZENCTjRlcmRtT0hzOXptQXlKN25VeFUrLzVmTE8wS2I2Vm80UXlqQmFLRzZIQitHby85K0tOWkdYd3Jrc1lYZTk2aWhiMWNtcmw2bUlnTkovaHZiNTJpVg,,;
SUBASTA SUB-JV-2017-7003;;;;;;LOTE ÚNICO FINCA REGISTRAL NÚMERO 2.274 INSCR EN EL REG PROP BLANE;;;0740/14;;;;;;;;;;Finalizada;JUZGADO MERCANTIL 1 - GIRONA;;;;;;;;;;https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JV-2017-70034&idBus=_U3NoS1lyN1Y2VzhHYzM1c1J1TkYrNnorWm5yV2FYbU4xaTd2VXpnSkdzTDg4aUwwYksvaENMRUhJVTluS1lPZHI0NEg2QjY5NkgwZzdkcVg1ZXdlcTZvSm1VeXQ5eER0ZFZsaThBVi9WRVR0c2VYZ3RDbVhyL29SSTVJNzlmVi93Z3VDMGRRV1lHa2NvMDFOaG10VzBHRmY1QjNvTVBwRUZHeWlrQjFXZENCTjRlcmRtT0hzOXptQXlKN25VeFUrLzVmTE8wS2I2Vm80UXlqQmFLRzZIQitHby85K0tOWkdYd3Jrc1lYZTk2aWhiMWNtcmw2bUlnTkovaHZiNTJpVg,,;
SUBASTA SUB-JA-2017-7049;;;;;;CAMIÓN CAJA MODELO L-20;;;0002/14;;;;;;;;;;Finalizada;JUZGADO SOCIAL 1 - FIGUERES;;;;;;;;;;https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JA-2017-70499&idBus=_U3NoS1lyN1Y2VzhHYzM1c1J1TkYrNnorWm5yV2FYbU4xaTd2VXpnSkdzTDg4aUwwYksvaENMRUhJVTluS1lPZHI0NEg2QjY5NkgwZzdkcVg1ZXdlcTZvSm1VeXQ5eER0ZFZsaThBVi9WRVR0c2VYZ3RDbVhyL29SSTVJNzlmVi93Z3VDMGRRV1lHa2NvMDFOaG10VzBHRmY1QjNvTVBwRUZHeWlrQjFXZENCTjRlcmRtT0hzOXptQXlKN25VeFUrLzVmTE8wS2I2Vm80UXlqQmFLRzZIQitHby85K0tOWkdYd3Jrc1lYZTk2aWhiMWNtcmw2bUlnTkovaHZiNTJpVg,,;
SUBASTA SUB-NE-2017-30552;;;;;;Ver detalle en contenido subast;;;;;;;;;;;;;Finalizada;Notaría de Rafael Luque Doncel - Lloret de Mar;;;;;;;;;;https://subastas.boe.es/detalleSubasta.php?idSub=SUB-NE-2017-305526&idBus=_U3NoS1lyN1Y2VzhHYzM1c1J1TkYrNnorWm5yV2FYbU4xaTd2VXpnSkdzTDg4aUwwYksvaENMRUhJVTluS1lPZHI0NEg2QjY5NkgwZzdkcVg1ZXdlcTZvSm1VeXQ5eER0ZFZsaThBVi9WRVR0c2VYZ3RDbVhyL29SSTVJNzlmVi93Z3VDMGRRV1lHa2NvMDFOaG10VzBHRmY1QjNvTVBwRUZHeWlrQjFXZENCTjRlcmRtT0hzOXptQXlKN25VeFUrLzVmTE8wS2I2Vm80UXlqQmFLRzZIQitHby85K0tOWkdYd3Jrc1lYZTk2aWhiMWNtcmw2bUlnTkovaHZiNTJpVg,,;
SUBASTA SUB-JV-2017-70141;;;;;;Subasta con varios lotes. Lote 1: Moto de agua matrícula 75-34-JR. Lote 2: Moto de agua matrícula 45-37-JR Lote 3: Embarcación Wellcraft Excalibur con numeración 5000-JK Lote 4: Embarcación marca Baja con numeración 34-60-YK;;;0001/13;;;;;;;;;;Concluida;JUZGADO 1ª INST E INSTRUCC. 8 - FIGUERES;;;;;;;;;;https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JV-2017-70141&idBus=_U3NoS1lyN1Y2VzhHYzM1c1J1TkYrNnorWm5yV2FYbU4xaTd2VXpnSkdzTDg4aUwwYksvaENMRUhJVTluS1lPZHI0NEg2QjY5NkgwZzdkcVg1ZXdlcTZvSm1VeXQ5eER0ZFZsaThBVi9WRVR0c2VYZ3RDbVhyL29SSTVJNzlmVi93Z3VDMGRRV1lHa2NvMDFOaG10VzBHRmY1QjNvTVBwRUZHeWlrQjFXZENCTjRlcmRtT0hzOXptQXlKN25VeFUrLzVmTE8wS2I2Vm80UXlqQmFLRzZIQitHby85K0tOWkdYd3Jrc1lYZTk2aWhiMWNtcmw2bUlnTkovaHZiNTJpVg,,;
SUBASTA SUB-JV-2017-66470;;;;;;Subasta con varios lotes. Lote 1: LOTE Nº1: PIEZA DE TIERRA EN LLAGOSTERA (GIRONA) DE 154 HECTAREAS Lote 2: LOTE Nº2: URBANA PORCION DE TERRENO EN ORIS DE SUPERFICIE 761 METROS CON 80 DECIMETROS CUADRADOS Lote 3: LOTE Nº3:URBANA TERRENO SITO EN LA CARRETER  DE ORIS, TERMINO DE ORIS, SUPERFICIE 13940 MET. 40 DCM Lote 4: LOTE Nº4:URBANA LOCAL DESTINADO A TRASTERO, EDIFI.SITO EN VIC, AVD.PAISOS CATALANS CON C/ MONTSERRAT Lote 5: LOTE Nº5:URBANA LOCAL DESTINADO A TRASTERO, EDIF.SITO EN VIC, AVD. PAISSOS CATALANS CON C/MONTSERRAT Lote 6: LOTE Nº 6:URBANA LOCAL DESTINADO A TRASTERO EDIF.SITO EN VIC, AVDA.PAISSOS CATALANS CON C/MONTSERRAT Lote 7: LOTE Nº 7:URBANA LOCAL DESTINADO A TRASTERO EDIF. SITO EN VIC,AVD.PAISSOS CATALANS CON C/MONTSERRAT Lote 8: LOTE Nº 8:URBANA LOCAL DESTINADO A TRASTERO EDIF.SITO EN VIC, AVD. PAISSOS CATALANS CON C/MOTSERRAT Lote 9: LOTE Nº 9:URBANA LOCAL DESTINADO A GARAJE EDIFIC. SITO EN VIC, AVD. PAISSOS CATALANS CON C/MOTSERRAT Lote 10: LOTE Nº 10:URBANA LOCAL DESTINADO A GARAJE EDIF. SITO EN VIC, AVD. PAISSOS CATALANS CON C/MOTSERRAT Lote 11: LOTE Nº 11:URBANA LOCAL DESTINADO A GARAJE EDIF. SITO EN VIC, AVD. PAISSOS CATALANS CON C/MOTSERRAT Lote 12: LOTE Nº 12:URBANA LOCAL DESTINADO A GARAJE EDIF. SITO EN VIC, AVD. PAISSOS CATALANS CON C/MOTSERRAT Lote 13: LOTE Nº 13: URBANA LOCAL DESTINADO A GARAJE EDIF. SITO EN VIC, AVD. PAISSOS CATALANS CON C/MOTSERRA;;;0206/11;;;;;;;;;;Finalizada;JUZGADO MERCANTIL 1 - BARCELONA;;;;;;;;;;https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JV-2017-66470&idBus=_U3NoS1lyN1Y2VzhHYzM1c1J1TkYrNnorWm5yV2FYbU4xaTd2VXpnSkdzTDg4aUwwYksvaENMRUhJVTluS1lPZHI0NEg2QjY5NkgwZzdkcVg1ZXdlcTZvSm1VeXQ5eER0ZFZsaThBVi9WRVR0c2VYZ3RDbVhyL29SSTVJNzlmVi93Z3VDMGRRV1lHa2NvMDFOaG10VzBHRmY1QjNvTVBwRUZHeWlrQjFXZENCTjRlcmRtT0hzOXptQXlKN25VeFUrLzVmTE8wS2I2Vm80UXlqQmFLRzZIQitHby85K0tOWkdYd3Jrc1lYZTk2aWhiMWNtcmw2bUlnTkovaHZiNTJpVg,,;
SUBASTA SUB-NE-2017-30552;;;;;;Ver detalle en contenido subast;;;;;;;;;;;;;Finalizada;Notaría de Antonio Valcarcel Sánchez - Blanes;;;;;;;;;;https://subastas.boe.es/detalleSubasta.php?idSub=SUB-NE-2017-305523&idBus=_U3NoS1lyN1Y2VzhHYzM1c1J1TkYrNnorWm5yV2FYbU4xaTd2VXpnSkdzTDg4aUwwYksvaENMRUhJVTluS1lPZHI0NEg2QjY5NkgwZzdkcVg1ZXdlcTZvSm1VeXQ5eER0ZFZsaThBVi9WRVR0c2VYZ3RDbVhyL29SSTVJNzlmVi93Z3VDMGRRV1lHa2NvMDFOaG10VzBHRmY1QjNvTVBwRUZHeWlrQjFXZENCTjRlcmRtT0hzOXptQXlKN25VeFUrLzVmTE8wS2I2Vm80UXlqQmFLRzZIQitHby85K0tOWkdYd3Jrc1lYZTk2aWhiMWNtcmw2bUlnTkovaHZiNTJpVg,,;
SUBASTA SUB-JA-2017-5759;;;;;;FINCA 253;;;0038/15;;;;;;;;;;Concluida;JUZGADO 1ª INST E INSTRUCC. 1 - SANTA COLOMA DE FARNERS;;;;;;;;;;https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JA-2017-57592&idBus=_U3NoS1lyN1Y2VzhHYzM1c1J1TkYrNnorWm5yV2FYbU4xaTd2VXpnSkdzTDg4aUwwYksvaENMRUhJVTluS1lPZHI0NEg2QjY5NkgwZzdkcVg1ZXdlcTZvSm1VeXQ5eER0ZFZsaThBVi9WRVR0c2VYZ3RDbVhyL29SSTVJNzlmVi93Z3VDMGRRV1lHa2NvMDFOaG10VzBHRmY1QjNvTVBwRUZHeWlrQjFXZENCTjRlcmRtT0hzOXptQXlKN25VeFUrLzVmTE8wS2I2Vm80UXlqQmFLRzZIQitHby85K0tOWkdYd3Jrc1lYZTk2aWhiMWNtcmw2bUlnTkovaHZiNTJpVg,,;
SUBASTA SUB-JA-2017-6656;;;;;;VIVIENDA COMPUESTA SOTANOS Y PLANTA BAJA Y GARAJE CON TERRENO JARDIN CONTIGU;;;0142/16;;;;;;;;;;Finalizada;JUZGADO 1ª INST E INSTRUCC. 5 - FIGUERES;;;;;;;;;;https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JA-2017-66565&idBus=_U3NoS1lyN1Y2VzhHYzM1c1J1TkYrNnorWm5yV2FYbU4xaTd2VXpnSkdzTDg4aUwwYksvaENMRUhJVTluS1lPZHI0NEg2QjY5NkgwZzdkcVg1ZXdlcTZvSm1VeXQ5eER0ZFZsaThBVi9WRVR0c2VYZ3RDbVhyL29SSTVJNzlmVi93Z3VDMGRRV1lHa2NvMDFOaG10VzBHRmY1QjNvTVBwRUZHeWlrQjFXZENCTjRlcmRtT0hzOXptQXlKN25VeFUrLzVmTE8wS2I2Vm80UXlqQmFLRzZIQitHby85K0tOWkdYd3Jrc1lYZTk2aWhiMWNtcmw2bUlnTkovaHZiNTJpVg,,;
SUBASTA SUB-JA-2017-6924;;;;;;VIVENDA UNIFAMILIAR SITA EN EL TÉRMINO MUNICIPAL DE PUIGCERD;;;0462/15;;;;;;;;;;Finalizada;JUZGADO 1ª INST E INSTRUCC. 1 - PUIGCERDA;;;;;;;;;;https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JA-2017-69243&idBus=_U3NoS1lyN1Y2VzhHYzM1c1J1TkYrNnorWm5yV2FYbU4xaTd2VXpnSkdzTDg4aUwwYksvaENMRUhJVTluS1lPZHI0NEg2QjY5NkgwZzdkcVg1ZXdlcTZvSm1VeXQ5eER0ZFZsaThBVi9WRVR0c2VYZ3RDbVhyL29SSTVJNzlmVi93Z3VDMGRRV1lHa2NvMDFOaG10VzBHRmY1QjNvTVBwRUZHeWlrQjFXZENCTjRlcmRtT0hzOXptQXlKN25VeFUrLzVmTE8wS2I2Vm80UXlqQmFLRzZIQitHby85K0tOWkdYd3Jrc1lYZTk2aWhiMWNtcmw2bUlnTkovaHZiNTJpVg,,;
SUBASTA SUB-JA-2017-6754;;;;;;UNIC;;;0482/13;;;;;;;;;;Finalizada;JUZGADO 1ª INST E INSTRUCC. 2 - SANTA COLOMA DE FARNERS;;;;;;;;;;https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JA-2017-67546&idBus=_U3NoS1lyN1Y2VzhHYzM1c1J1TkYrNnorWm5yV2FYbU4xaTd2VXpnSkdzTDg4aUwwYksvaENMRUhJVTluS1lPZHI0NEg2QjY5NkgwZzdkcVg1ZXdlcTZvSm1VeXQ5eER0ZFZsaThBVi9WRVR0c2VYZ3RDbVhyL29SSTVJNzlmVi93Z3VDMGRRV1lHa2NvMDFOaG10VzBHRmY1QjNvTVBwRUZHeWlrQjFXZENCTjRlcmRtT0hzOXptQXlKN25VeFUrLzVmTE8wS2I2Vm80UXlqQmFLRzZIQitHby85K0tOWkdYd3Jrc1lYZTk2aWhiMWNtcmw2bUlnTkovaHZiNTJpVg,,;
SUBASTA SUB-JA-2016-2326;;;;;;FINCA URBANA Nº 926 DE SANT PERE PESCADO;;;0484/11;;;;;;;;;;Cancelad;JUZGADO 1ª INST E INSTRUCC. 7 - FIGUERES;;;;;;;;;;https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JA-2016-23261&idBus=_U3NoS1lyN1Y2VzhHYzM1c1J1TkYrNnorWm5yV2FYbU4xaTd2VXpnSkdzTDg4aUwwYksvaENMRUhJVTluS1lPZHI0NEg2QjY5NkgwZzdkcVg1ZXdlcTZvSm1VeXQ5eER0ZFZsaThBVi9WRVR0c2VYZ3RDbVhyL29SSTVJNzlmVi93Z3VDMGRRV1lHa2NvMDFOaG10VzBHRmY1QjNvTVBwRUZHeWlrQjFXZENCTjRlcmRtT0hzOXptQXlKN25VeFUrLzVmTE8wS2I2Vm80UXlqQmFLRzZIQitHby85K0tOWkdYd3Jrc1lYZTk2aWhiMWNtcmw2bUlnTkovaHZiNTJpVg,,;
SUBASTA SUB-JA-2017-6790;;;;;;Finca 2512 de Quart, Registro Propiedad 1 de Girona, Tomo 3956, libro 69 y folio ;;;0410/16;;;;;;;;;;Finalizada;JUZGADO 1ª INSTANCIA 4 - GIRONA;;;;;;;;;;https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JA-2017-67906&idBus=_U3NoS1lyN1Y2VzhHYzM1c1J1TkYrNnorWm5yV2FYbU4xaTd2VXpnSkdzTDg4aUwwYksvaENMRUhJVTluS1lPZHI0NEg2QjY5NkgwZzdkcVg1ZXdlcTZvSm1VeXQ5eER0ZFZsaThBVi9WRVR0c2VYZ3RDbVhyL29SSTVJNzlmVi93Z3VDMGRRV1lHa2NvMDFOaG10VzBHRmY1QjNvTVBwRUZHeWlrQjFXZENCTjRlcmRtT0hzOXptQXlKN25VeFUrLzVmTE8wS2I2Vm80UXlqQmFLRzZIQitHby85K0tOWkdYd3Jrc1lYZTk2aWhiMWNtcmw2bUlnTkovaHZiNTJpVg,,;
SUBASTA SUB-JA-2017-6753;;;;;;UNIC;;;0284/14;;;;;;;;;;Finalizada;JUZGADO 1ª INST E INSTRUCC. 2 - SANTA COLOMA DE FARNERS;;;;;;;;;;https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JA-2017-67538&idBus=_U3NoS1lyN1Y2VzhHYzM1c1J1TkYrNnorWm5yV2FYbU4xaTd2VXpnSkdzTDg4aUwwYksvaENMRUhJVTluS1lPZHI0NEg2QjY5NkgwZzdkcVg1ZXdlcTZvSm1VeXQ5eER0ZFZsaThBVi9WRVR0c2VYZ3RDbVhyL29SSTVJNzlmVi93Z3VDMGRRV1lHa2NvMDFOaG10VzBHRmY1QjNvTVBwRUZHeWlrQjFXZENCTjRlcmRtT0hzOXptQXlKN25VeFUrLzVmTE8wS2I2Vm80UXlqQmFLRzZIQitHby85K0tOWkdYd3Jrc1lYZTk2aWhiMWNtcmw2bUlnTkovaHZiNTJpVg,,;
SUBASTA SUB-JA-2017-6850;;;;;;FINCA 601;;;0213/15;;;;;;;;;;Finalizada;JUZGADO 1ª INST E INSTRUCC. 1 - SANTA COLOMA DE FARNERS;;;;;;;;;;https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JA-2017-68509&idBus=_U3NoS1lyN1Y2VzhHYzM1c1J1TkYrNnorWm5yV2FYbU4xaTd2VXpnSkdzTDg4aUwwYksvaENMRUhJVTluS1lPZHI0NEg2QjY5NkgwZzdkcVg1ZXdlcTZvSm1VeXQ5eER0ZFZsaThBVi9WRVR0c2VYZ3RDbVhyL29SSTVJNzlmVi93Z3VDMGRRV1lHa2NvMDFOaG10VzBHRmY1QjNvTVBwRUZHeWlrQjFXZENCTjRlcmRtT0hzOXptQXlKN25VeFUrLzVmTE8wS2I2Vm80UXlqQmFLRzZIQitHby85K0tOWkdYd3Jrc1lYZTk2aWhiMWNtcmw2bUlnTkovaHZiNTJpVg,,;
SUBASTA SUB-JA-2017-6618;;;;;;FINCA REGISTRAL 6140 TOMO 3239 LIBRO 178 FOLIO 209 REGISTRO PROPIEDAD 4 GIRON;;;1508/13;;;;;;;;;;Finalizada;JUZGADO 1ª INSTANCIA 4 - GIRONA;;;;;;;;;;https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JA-2017-66184&idBus=_U3NoS1lyN1Y2VzhHYzM1c1J1TkYrNnorWm5yV2FYbU4xaTd2VXpnSkdzTDg4aUwwYksvaENMRUhJVTluS1lPZHI0NEg2QjY5NkgwZzdkcVg1ZXdlcTZvSm1VeXQ5eER0ZFZsaThBVi9WRVR0c2VYZ3RDbVhyL29SSTVJNzlmVi93Z3VDMGRRV1lHa2NvMDFOaG10VzBHRmY1QjNvTVBwRUZHeWlrQjFXZENCTjRlcmRtT0hzOXptQXlKN25VeFUrLzVmTE8wS2I2Vm80UXlqQmFLRzZIQitHby85K0tOWkdYd3Jrc1lYZTk2aWhiMWNtcmw2bUlnTkovaHZiNTJpVg,,;
SUBASTA SUB-JA-2017-57810;;;;;;Subasta con varios lotes. Lote 1: FINCA REGISTRAL NÚM. 7069 Lote 2: FINCA REGISTRAL NÚM. 7070 Lote 3: FINCA REGISTRAL NÚM. 7072 Lote 4: FINCA REGISTRAL NÚM. 7075 Lote 5: FINCA REGISTRAL NÚM. 7078 Lote 6: FINCA REGISTRAL NÚM. 7080 Lote 7: FINCA REGISTRAL NÚM. 7082 Lote 8: FINCA REGISTRAL NÚM. 7083 Lote 9: FINCA REGISTRAL NÚM. 7067/P14P15 Lote 10: FINCA REGISTRAL NÚM. 7067/P18 Lote 11: FINCA REGISTRAL NÚM. 7067/P19T19 Lote 12: FINCA REGISTRAL NÚM. 7067/P20T20 Lote 13: FINCA REGISTRAL NÚM. 7067/P21 Lote 14: FINCA REGISTRAL NÚM. 7067/P22P23 Lote 15: FINCA REGISTRAL NÚM. 7067/P24P25 Lote 16: FINCA REGISTRAL NÚM. 706;;;0483/14;;;;;;;;;;Finalizada;JUZGADO 1ª INST E INSTRUCC. 4 - FIGUERES;;;;;;;;;;https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JA-2017-57810&idBus=_U3NoS1lyN1Y2VzhHYzM1c1J1TkYrNnorWm5yV2FYbU4xaTd2VXpnSkdzTDg4aUwwYksvaENMRUhJVTluS1lPZHI0NEg2QjY5NkgwZzdkcVg1ZXdlcTZvSm1VeXQ5eER0ZFZsaThBVi9WRVR0c2VYZ3RDbVhyL29SSTVJNzlmVi93Z3VDMGRRV1lHa2NvMDFOaG10VzBHRmY1QjNvTVBwRUZHeWlrQjFXZENCTjRlcmRtT0hzOXptQXlKN25VeFUrLzVmTE8wS2I2Vm80UXlqQmFLRzZIQitHby85K0tOWkdYd3Jrc1lYZTk2aWhiMWNtcmw2bUlnTkovaHZiNTJpVg,,;
SUBASTA SUB-JA-2017-6038;;;;;;APARTAMENTO DE 40 M2 Y 31 DECIMETROS CUADRADOS MAS CINCO METROS SESENTA DECIMETROS DE TERRAZA;;;0316/11;;;;;;;;;;Finalizada;JUZGADO 1ª INST E INSTRUCC. 4 - FIGUERES;;;;;;;;;;https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JA-2017-60386&idBus=_U3NoS1lyN1Y2VzhHYzM1c1J1TkYrNnorWm5yV2FYbU4xaTd2VXpnSkdzTDg4aUwwYksvaENMRUhJVTluS1lPZHI0NEg2QjY5NkgwZzdkcVg1ZXdlcTZvSm1VeXQ5eER0ZFZsaThBVi9WRVR0c2VYZ3RDbVhyL29SSTVJNzlmVi93Z3VDMGRRV1lHa2NvMDFOaG10VzBHRmY1QjNvTVBwRUZHeWlrQjFXZENCTjRlcmRtT0hzOXptQXlKN25VeFUrLzVmTE8wS2I2Vm80UXlqQmFLRzZIQitHby85K0tOWkdYd3Jrc1lYZTk2aWhiMWNtcmw2bUlnTkovaHZiNTJpVg,,;
SUBASTA SUB-JA-2017-6822;;;;;;Urbana. Entidad número seis. Piso tercero, Puerta segunda;;;0376/15;;;;;;;;;;Cancelad;JUZGADO 1ª INST E INSTRUCC. 1 - RIPOLL;;;;;;;;;;https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JA-2017-68229&idBus=_U3NoS1lyN1Y2VzhHYzM1c1J1TkYrNnorWm5yV2FYbU4xaTd2VXpnSkdzTDg4aUwwYksvaENMRUhJVTluS1lPZHI0NEg2QjY5NkgwZzdkcVg1ZXdlcTZvSm1VeXQ5eER0ZFZsaThBVi9WRVR0c2VYZ3RDbVhyL29SSTVJNzlmVi93Z3VDMGRRV1lHa2NvMDFOaG10VzBHRmY1QjNvTVBwRUZHeWlrQjFXZENCTjRlcmRtT0hzOXptQXlKN25VeFUrLzVmTE8wS2I2Vm80UXlqQmFLRzZIQitHby85K0tOWkdYd3Jrc1lYZTk2aWhiMWNtcmw2bUlnTkovaHZiNTJpVg,,;
SUBASTA SUB-JV-2017-68168;;;;;;Subasta con varios lotes. Lote 1: Lote 1. Finca Registral 1044, Inscrita R.P. OLot, tomo 1506, libro 75, folio 94 Lote 2: Lote 2: Finca Registral 2330, inscrita en el R.P Olot , tomo 1288, libro 70, folio 44 Lote 3: Lote 3: Finca Registral 1927, inscrita en el RP de  Olot en tomo 1506, libro 75, folio 9;;;0201/12;;;;;;;;;;Finalizada;JUZGADO MERCANTIL 1 - GIRONA;;;;;;;;;;https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JV-2017-68168&idBus=_U3NoS1lyN1Y2VzhHYzM1c1J1TkYrNnorWm5yV2FYbU4xaTd2VXpnSkdzTDg4aUwwYksvaENMRUhJVTluS1lPZHI0NEg2QjY5NkgwZzdkcVg1ZXdlcTZvSm1VeXQ5eER0ZFZsaThBVi9WRVR0c2VYZ3RDbVhyL29SSTVJNzlmVi93Z3VDMGRRV1lHa2NvMDFOaG10VzBHRmY1QjNvTVBwRUZHeWlrQjFXZENCTjRlcmRtT0hzOXptQXlKN25VeFUrLzVmTE8wS2I2Vm80UXlqQmFLRzZIQitHby85K0tOWkdYd3Jrc1lYZTk2aWhiMWNtcmw2bUlnTkovaHZiNTJpVg,,;
SUBASTA SUB-JA-2017-61822;;;;;;Subasta con varios lotes. Lote 1: LOTE  PRIMERO:FINCA 6631 Lote 2: LOTE  SEGUNDO:FINCA  Finca 6571-48 (PARKING;;;0300/14;;;;;;;;;;Finalizada;JUZGADO 1ª INSTANCIA 2 - GIRONA;;;;;;;;;;https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JA-2017-61822&idBus=_U3NoS1lyN1Y2VzhHYzM1c1J1TkYrNnorWm5yV2FYbU4xaTd2VXpnSkdzTDg4aUwwYksvaENMRUhJVTluS1lPZHI0NEg2QjY5NkgwZzdkcVg1ZXdlcTZvSm1VeXQ5eER0ZFZsaThBVi9WRVR0c2VYZ3RDbVhyL29SSTVJNzlmVi93Z3VDMGRRV1lHa2NvMDFOaG10VzBHRmY1QjNvTVBwRUZHeWlrQjFXZENCTjRlcmRtT0hzOXptQXlKN25VeFUrLzVmTE8wS2I2Vm80UXlqQmFLRzZIQitHby85K0tOWkdYd3Jrc1lYZTk2aWhiMWNtcmw2bUlnTkovaHZiNTJpVg,,;
SUBASTA SUB-JA-2017-4951;;;;;;URBANA. FINCA 6658 INSCRITA EN EL TOMO 3454, LIBRO 614,FOLIO 211 DEL REGISTRO DE FIGUERE;;;0712/12;;;;;;;;;;Finalizada;JUZGADO 1ª INST E INSTRUCC. 5 - FIGUERES;;;;;;;;;;https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JA-2017-49514&idBus=_U3NoS1lyN1Y2VzhHYzM1c1J1TkYrNnorWm5yV2FYbU4xaTd2VXpnSkdzTDg4aUwwYksvaENMRUhJVTluS1lPZHI0NEg2QjY5NkgwZzdkcVg1ZXdlcTZvSm1VeXQ5eER0ZFZsaThBVi9WRVR0c2VYZ3RDbVhyL29SSTVJNzlmVi93Z3VDMGRRV1lHa2NvMDFOaG10VzBHRmY1QjNvTVBwRUZHeWlrQjFXZENCTjRlcmRtT0hzOXptQXlKN25VeFUrLzVmTE8wS2I2Vm80UXlqQmFLRzZIQitHby85K0tOWkdYd3Jrc1lYZTk2aWhiMWNtcmw2bUlnTkovaHZiNTJpVg,,;
SUBASTA SUB-JA-2017-6777;;;;;;Finca 16726 de Banyoles, Registro de la Propiedad de Banyoles, tomo 3899, libro 402 y folio 6;;;0540/15;;;;;;;;;;Finalizada;JUZGADO 1ª INSTANCIA 4 - GIRONA;;;;;;;;;;https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JA-2017-67772&idBus=_U3NoS1lyN1Y2VzhHYzM1c1J1TkYrNnorWm5yV2FYbU4xaTd2VXpnSkdzTDg4aUwwYksvaENMRUhJVTluS1lPZHI0NEg2QjY5NkgwZzdkcVg1ZXdlcTZvSm1VeXQ5eER0ZFZsaThBVi9WRVR0c2VYZ3RDbVhyL29SSTVJNzlmVi93Z3VDMGRRV1lHa2NvMDFOaG10VzBHRmY1QjNvTVBwRUZHeWlrQjFXZENCTjRlcmRtT0hzOXptQXlKN25VeFUrLzVmTE8wS2I2Vm80UXlqQmFLRzZIQitHby85K0tOWkdYd3Jrc1lYZTk2aWhiMWNtcmw2bUlnTkovaHZiNTJpVg,,;
SUBASTA SUB-JA-2017-6860;;;;;;FINCA REGISTRAL 101-N DE GUALT;;;0746/08;;;;;;;;;;Finalizada;JUZGADO 1ª INST E INSTRUCC. 1 - BISBAL;;;;;;;;;;https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JA-2017-68607&idBus=_U3NoS1lyN1Y2VzhHYzM1c1J1TkYrNnorWm5yV2FYbU4xaTd2VXpnSkdzTDg4aUwwYksvaENMRUhJVTluS1lPZHI0NEg2QjY5NkgwZzdkcVg1ZXdlcTZvSm1VeXQ5eER0ZFZsaThBVi9WRVR0c2VYZ3RDbVhyL29SSTVJNzlmVi93Z3VDMGRRV1lHa2NvMDFOaG10VzBHRmY1QjNvTVBwRUZHeWlrQjFXZENCTjRlcmRtT0hzOXptQXlKN25VeFUrLzVmTE8wS2I2Vm80UXlqQmFLRzZIQitHby85K0tOWkdYd3Jrc1lYZTk2aWhiMWNtcmw2bUlnTkovaHZiNTJpVg,,;
